"Résidence du Verger","45.797364","-74.005616"
"Résidence Memphré Magog","45.280246","-72.153947"
"Manoir Outremont","45.518476","-73.621235"
"Manoir Lousiane","45.548094","-73.554962"
"Les Jardins Vaudreuil","45.388104","-74.023304"
"Manoir Les Générations","48.450793","-68.515571"
"Manoir Brossard","45.455418","-73.494811"
"Manoir Plaza","45.518388","-73.566828"
"Manoir Boucherville","45.602224","-73.443762"
"Manoir Sherbrooke","45.42068","-71.86612"
"Manoir St-Laurent","45.531809","-73.673343"
"Sunrise de Fontainebleau","45.65518","-73.802008"
"Sunrise of Beaconsfield","45.428564","-73.88139"
"Manoir Mont St-Hilaire","45.570043","-73.178585"
"Manoir Granby","45.394128","-72.709153"
"Manoir du Musée","45.403867","-71.894491"
"Le Cherbourg 2","45.448677","-73.494497"
"Le Cherbourg 1","45.451222","-73.494625"
"Sax Vieux-Montréal/ REPORTÉ","45.498722","-73.552831"
"Sax Ville de Mont-Royal","45.507645","-73.661912"
"Le Graham","45.514843","-73.646057"
"Le Sélection Laval","45.564856","-73.753953"
"Vicourt","45.497547","-73.645543"
"Villa Mont-Royal","45.516549","-73.627547"
"Upper West Side ","45.478698","-73.840288"
"Condos EAUVIE","45.54115","-73.716567"
"LUXXCITÉ","45.679653","-73.924474"
"Cité 7","45.645242","-73.878937"
"mà condos","45.498981","-73.651817"
"St-Dominique","45.512682","-73.568491"
"M9-4","45.496694","-73.555516"
"Le Beaumont NDG","45.479092","-73.626144"
"Avenue 32","45.4423","-73.693059"
"Castelnau phase IV","45.536194","-73.622238"
"Le Savignon","45.436524","-73.690092"
"Les Condos du Parc Rosemont","45.642946","-73.504128"
"Les Terrasses 7250","45.541372","-73.614699"
"Le Boisé de Carignan","45.385796","-73.486921"
"Moderno","45.46083","-73.348091"
"DMI Le Riviera ","45.51096537484607","-73.3200654175364"
"Place St-Roch","45.367377","-73.572746"
"Faubourg Racine","45.274392","-72.962168"
"Projet Harmonie","45.597712","-73.415737"
"Les Bourgs de la Capitale","45.591243","-73.218652"
"Le Laurier Condominiums","45.559745","-73.20856"
"Les Jardins d'Isaie","45.46499","-73.344434"
"Le parc des Patriotes","45.433868","-73.315245"
"Les Jardins du Seminaire","45.318163","-73.264249"
"Sanctuaire aux Mille Roches","45.277192","-73.252963"
"Ste-Brigide","45.355378","-73.054781"
"Les Cours Louis XV","45.379659","-73.491973"
"Candiac sur le golf","45.384306","-73.484198"
"Les sentiers Boisés","45.848906","-73.229773"
"Quartier des Vignobles","45.52065","-73.432817"
"Le Quartier Picardie","45.688734","-73.428762"
"Domaine les Bourgs de la Capitale","45.587959","-73.210966"
"Condos Ange Aimé Lebrun","45.591046","-73.213974"
"Condo Fort St-Louis","45.631038","-73.441387"
"Quartier de la Promenade","45.508958","-73.336318"
"Urbania 2","45.556977","-73.724323"
"Cité H2O","45.722044","-74.081574"
"La Perla","45.583263","-73.580754"
"L'Avenue 25","45.566298","-73.583961"
"Le Crawford","45.528862","-73.613162"
"Le Richardson","45.482295","-73.564549"
"Le St Patrick","45.462526","-73.598302"
"Iberville 99","45.54478","-73.585719"
"Les Berges Ste-Marie","45.706873","-73.925952"
"Square 335","45.746612","-73.826430"
"Express Urbain ","45.70946","-73.924832"
"Châteaux Riverains","45.565554","-73.876621"
"Deux-Montagnes","45.529598","-73.918744"
"Condo Monk","45.458672","-73.596076"
"Le Brock","45.474262","-73.843227"
"Quartier Chambéry - Marquis","45.675076","-73.811935"
"Les Jardins Champagne","45.539122","-73.797764"
"Riva","45.467481","-73.548556"
"Ogilvy Warehouse","45.4944","-73.57272"
"Projet 2050","45.548592","-73.779748"
"Le Sainte Émilie","45.478318","-73.579342"
"Terrasse le Caron","45.462101","-73.593334"
"Beaurivage 2 ","45.59302","-73.521107"
"Le Faubourg Ste-Marthe","45.532125","-73.950215"
"La Strada","45.491741","-73.855325"
"Centrocité","45.530868","-73.933396"
"Condos du Ruisseau","45.52718","-73.951091"
"Champ de Ville","45.52718","-73.951091"
"Seigneurie de Mirabel","45.672069","-73.938243"
"Manoir de la Gare","46.040179","-74.286368"
"Quatuo","45.571627","-73.904924"
"Projet Albatros","45.560186","-73.953502"
"Le Grand Pré","45.532125","-73.950215"
"Place du Marché","45.52718","-73.951091"
"Highlands LaSalle","45.431043","-73.657533"
"YOO","45.493531","-73.559801"
"Place Cabral","45.459277","-73.430501"
"Symbiocité","45.392341","-73.468928"
"Faubourg Saint-Philippe","45.353993","-73.477395"
"Terrasse Laverdure","45.552134","-73.670172"
"Le Sinai","46.020108","-74.284728"
"Projet l'Épiphanie","45.834913","-73.516407"
"Le Conrad","45.448003","-73.608765"
"Place Olivia","45.86067","-73.760238"
"Du Boisé","45.86067","-73.760238"
"Des Tilleuls","45.60563","-73.645569"
"Boisé de Mirabel","45.741243","-74.056592"
"Les Sentiers du Maréchal","45.666127","-73.886655"
"Le 4222 Parthenais","45.534539","-73.567019"
"Promenade Rivard","45.834913","-73.608765"
"Les Quatre","45.672732","-73.878871"
"Jardins du Ruisseau","45.826973","-73.884933"
"Bannantyne","45.455997","-73.576338"
"Domaine des arches","45.51289","-73.815198"
"Place Carignan","45.845897","-73.483674"
"Domaine du ruisseau noir","45.758557","-73.695389"
"Les Rives de la Seigneurie","45.785317","-73.43687"
"Projet Quartier des Éclusiers","45.311978","-73.954696"
"Projet Val des Parcs","45.612257","-73.691158"
"La Place des Artistes","45.782515","-73.983556"
"Condos Cielo","45.489425","-73.857159"
"Carré Soho","45.606525","-73.516696"
"Le Rose-Phillips 2","45.537424","-73.589777"
"Val des Parcs","45.61267","-73.691984"
"Accès Bordeaux","45.555239","-73.61815"
"Bourgs de la Capitale","45.588244","-73.215546"
"St-Dominique","45.513831","-73.57094"
"Brickfields","45.491813","-73.558317"
"S sur le Square","45.490379","-73.583298"
"Spark","45.526526","-73.54878"
"Quartier 17","45.53493","-73.595168"
"Le Rolland","45.473238","-73.589795"
"Le Bossuet","45.536844","-73.606004"
"Origine","46.821800","-71.238325"
"Carré St-Thomas","45.508577","-73.491519"
"Tod Condo","45.516715","-73.717207"
"WR 2","45.516670","-73.717261"
"Urbano","45.395444","-71.920062"
"O Cartier","45.558554","-73.678233"
"Fraternité-sur-lac ","46.206594","-74.473798"
"Aquablu","45.520527","-73.781097"
"La Géode","45.527770","-73.575858"
"La Casa Verde","45.531509","-73.612245"
"Le White Velvet","45.522958","-73.548452"
"Le Treehouse","45.477552","-73.580217"
"Projet Adhoc","45.460915","-73.575296"
"323 Victoria","45.502921","-73.515672"
"Havre des Legendes","46.213202","-74.585368"
"MUSE","45.500724","-73.576450"
"Vesta","45.537471","-73.560669"
"Chalet Lac Walfred","46.037373","-74.037897"
"Carter sur le Parc","45.533118","-73.624024"
"Douze05 MacKay","45.495524","-73.575428"
"B-Loft","45.522481","-73.560110"
"Le Sno","45.540772","-73.588409"
"ELM Condos","45.499700","-73.510744"
"Evolo 2","45.472996","-73.539061"
"Evolo S","45.472996","-73.539061"
"Habitat Veridis","45.626849","-73.739660"
"Paton1","45.522528","-73.750398"
"Le Quartz","45.455941","-73.904412"
"Haus Condominiums","45.680782","-73.793331"
"Domaine sur le Golf","48.377931","-71.088471"
"Rue Gabriel","48.399071","-71.134447"
"Rue du Lis-Blanc Phase 7","48.459289","-71.111538"
"Rue Lis Blanc","48.457317","-71.114724"
"3575 CHEMIN ST-LOUIS","46.753581","-71.314822"
"3356 rue Saint-Dominique","48.371942","-71.282612"
"Orizon Condominiums - Phase 3","45.515527","-73.629533"
"Les Développements des Rives","46.286605","-73.617142"
"le Quartier Trinité 2","45.528475","-73.301893"
"Urbanova - Atmosphéra/Calex","45.685234","-73.746740"
"Urbanova - Les Terrasses Urbanova","45.684760","-73.731776"
"Urbanova - Gestion Clé d'Or","45.683758","-73.732880"
"Urbanova - Cloutier et fils","45.684798","-73.731872"
"Urbanova - Les Entreprises Daunais","45.687782","-73.734410"
"Urbanova - Les Constructions De Royan","45.686459","-73.728762"
"Urbanova - Construction Louis-XVI","45.682979","-73.732893"
"Urbanova - Habitations Nord-Est","45.687834","-73.734394"
"Urbanova - Condos Ubiques","45.684525","-73.735556"
"Urbanova - Rheault Construction","45.682173","-73.733310"
"Urbanova - Yanick Villeneuve - Hab. BME","45.694369","-73.741125"
"Le Boisé Maricourt II","45.476212","-73.409572"
"Urbanova - Constructions Martin Cousineau ","45.683728","-73.732848"
"L'Artisan","45.543260","-73.618129"
"Boisé de Carigan","45.460841","-73.348059"
"Habitat de la forêt","45.543625","-73.465140"
